1284.11,-427.37
1284.11,-427.37
1283.93,-423.8
1284.41,-420.46
1270.67,-422.1
1260.9,-425.53
1249.18,-432.41
1255.49,-433.45
1260.04,-434.06
1257.25,-442.92
1259.02,-449.38
1256.65,-451.17
1252.49,-445.58
1248.37,-443.57
1247.33,-450.46
1247.01,-456.04
1243.07,-455.88
1243.07,-455.88
1243.06,-452.39
1241.97,-447.33
1242.14,-441.73
1245,-432.44
1237.16,-423.31
1234.22,-426.69
1224.77,-446.17
1219.64,-445.65
1219.64,-445.65
1214.3,-444.62
1198.54,-441.41
1176.92,-447.55
1168.59,-456.67
1168.59,-456.67
1153.87,-438.69
1146.88,-426.96
1140.56,-417.51
1133.83,-409.24
1127.01,-398.05
1141.51,-406.11
1157.34,-420.46
1160.46,-415.65
1148.91,-395.09
1142.5,-385.65
1138.03,-376.17
1139.22,-365.94
1136.97,-355.31
1132.58,-343.48
1124.42,-339.52
1120.56,-342.51
1116.72,-336.56
1106.88,-318.98
1101.28,-312.83
1093.64,-307.05
1085.12,-309.39
1076.77,-316.44
1073.05,-320.4
1067.49,-325.35
1063.88,-329.01
1059.61,-333.03
1052.31,-340.39
1047.28,-347.33
1042.33,-376.72
1034.22,-381.36
1030.54,-376.03
1025.25,-362.3
1009.2,-317.81
1005.97,-308.56
1004.47,-310.72
993.58,-312.21
990.45,-309.08
993.14,-308.08
992.81,-304.48
987.24,-301.83
982.64,-298.81
980.88,-296.44
970.38,-291.44
937.63,-291.1
931.27,-286.16
922.42,-283.54
909.94,-281.36
900.57,-272.84
890.08,-265.26
887.55,-269.39
890.46,-277.83
895.34,-287.33
901.97,-291.04
904.73,-290.55
905.46,-293.5
914.8,-298.1
922.43,-292.02
927.24,-290.96
932.24,-298.42
944.86,-308.84
941.79,-313.07
936.39,-320.48
921.21,-335.42
910.34,-341.6
904.55,-346.33
876.01,-358.33
869.46,-354.66
866.31,-343.69
862.04,-333.32
858.64,-328.3
853.9,-322.28
847.25,-310.76
842.48,-300.58
826.81,-277.42
822.02,-274.62
821.43,-278.04
817.43,-273
816.28,-278.25
825.97,-295.86
833.44,-308.96
836.2,-316.42
842.74,-330.11
847.35,-338.54
855.09,-347.82
868.56,-365.23
872.88,-370.3
887.74,-369.7
902.35,-365.53
905.68,-363.81
906.47,-368.49
898.01,-390.91
879.56,-415.92
867.79,-426.78
857.75,-438.68
852.08,-479.4
854.42,-488.31
854.98,-497.22
854.04,-507.62
841.22,-518.97
835.02,-523.2
829.7,-530.3
824.39,-537.47
826.82,-543.44
818.52,-561
814.13,-572.29
812.49,-577.59
807.39,-583.21
782.31,-607.45
771.81,-609.28
759.91,-609.92
748.01,-608.76
748.01,-608.76
745.65,-601.53
743.43,-593.08
740.53,-587.52
735.89,-580.02
730.48,-565.93
720.5,-532.08
715.18,-518.95
721.84,-494.54
725.35,-487.72
723.38,-481.79
722.16,-472.88
720.63,-466.14
716.5,-455.89
709.36,-444.2
703.22,-425.97
690.36,-402.09
684.63,-399.29
679.09,-393.28
666.71,-393.23
654.9,-397.3
641.34,-399.22
628.81,-400.34
615.85,-401.39
593.09,-380.88
579.53,-363.3
578.53,-361.57
577.64,-359.91
577.25,-356.67
577.54,-355.5
577.21,-354.34
576.18,-350.14
575.6,-343.88
578.02,-317.55
581.43,-303.12
588.12,-292.06
602.43,-275.19
612.98,-263.86
622.5,-247.98
630.76,-240.25
637.22,-237.84
644.3,-240.26
656.11,-237.28
684.28,-231.19
699.17,-229.87
708.12,-232.32
708.65,-235.63
708.63,-240.39
710.47,-246.9
717.24,-250.87
731.39,-257.31
737.82,-261.57
745.63,-264.16
751.88,-263.26
754.06,-258.48
754.68,-253.98
769.8,-254.95
801.29,-260.88
809.39,-260.85
822.84,-254.53
824.25,-250.39
825.52,-239.46
826.8,-235.03
826.69,-232.55
815.24,-232.79
807.97,-232.34
798.95,-231.56
788.78,-229.93
784.23,-220.87
781.57,-216.76
780.69,-213.73
785.14,-213.2
790.94,-210.72
798.3,-207.38
805.81,-205
825.45,-206.58
846.26,-205.89
846.36,-200.21
835.72,-192.42
826.89,-187.4
828.55,-184.2
829.54,-180.34
829.85,-178.13
831.05,-175.05
820.02,-177.9
814.97,-182.51
818.92,-184.3
816.91,-186.74
809.45,-187.2
807.91,-183.59
807.1,-181.09
803.63,-178.57
786.4,-197.62
787.74,-205.48
790.6,-207.64
785.35,-208.72
776.7,-208.88
768.88,-211.42
767.09,-211.83
763.62,-212.54
764.73,-219.17
765.78,-227.89
759.05,-226.81
759.71,-223.01
760.02,-219.92
748.8,-208.84
739.1,-197.3
732.43,-193.44
726.52,-189.31
720.7,-185.29
716.84,-184.28
714.55,-187.2
736.96,-207.85
740.56,-212.01
736.06,-215.64
734.7,-221.21
731.99,-223.81
732.6,-220.29
720.11,-206.69
707.02,-193.99
698.14,-191.01
683.66,-195.44
674.9,-200.29
674.01,-203.14
668.97,-206.1
664.63,-209.05
659.04,-219.16
649.96,-228.98
642.62,-230.31
636.56,-232.75
632.2,-232.13
621.99,-227.7
620.72,-210.71
621.77,-200.37
630.02,-194.18
653.32,-194.52
655.47,-178.85
648.89,-172.92
648.63,-168.26
655.94,-166.15
660.22,-164.76
670.31,-158.94
666.03,-153.92
658.19,-156.59
644.87,-158.68
643.09,-158.28
643.09,-158.28
648.77,-155.92
647.04,-151.91
645.43,-149.57
646.82,-146.75
649.59,-144.27
653.13,-141.87
649.3,-134.73
639.62,-139.63
637.78,-145.39
632.76,-150.28
625.82,-152.85
623.18,-151.76
623.18,-151.76
624.2,-146.45
624.78,-142.32
626.51,-138.68
630.79,-136.3
640.73,-135.82
645.2,-133.17
647.62,-123
614.05,-87.55
596.44,-93.97
591.13,-92.12
591.13,-92.12
585.61,-90.42
584.25,-88.73
576.65,-67.94
559.83,-70.21
541.37,-77.56
528.5,-82.13
505.36,-97.28
492.51,-108.59
484.83,-105.38
484.83,-105.38
475.95,-89.82
476.07,-84.03
483.19,-72.08
490.06,-66.29
486.98,-55.2
484.77,-52.28
477.76,-38.98
