183,-142.16218
194.752,-149.33218
203.2,-157.76218
204.982,-143.44618
208.6,-137.36218
200.2988179,-132.60133765
193,-127.16218
181.06,-128.39218
181,-116.36218
192.94,-122.34418
202,-119.36218
224.68,-116.98018
236.2,-114.56218
262.492,-107.98618
272.2,-106.16218
296.07752065,-101.451283
302.2,-92.362183
319.504,-79.228183
329.8,-75.562183
357.85,-71.392183
371.2,-68.962183
399.88,-65.392183
406,-62.362183
425.11,-58.768183
442,-68.362183
453.94095615592,-83.827230398977
450.4,-83.362183
444.433,-73.201183
435.4,-66.262183
427,-71.272183
427.6,-80.362183
429.994,-98.272183
436.6,-104.36218
453.286,-112.14418
462.4,-111.56218
485.116,-104.99818
493,-99.562183
525.73,-107.33218
544,-113.36218
592.972,-121.12618
607,-123.56218
639.82,-125.36218
649,-122.36218
669.88,-119.39218
677.95,-119.51218
693.952,-134.27818
703,-140.36218
708.985,-158.23468
709,-170.36218
713.1955,-193.01818
716.5,-202.76218
722.1222709,-228.45418
723.28956,-238.60102
728.58577728708,-254.61879594462
729.4,-265.76218
731.236,-284.87818
722.8,-292.76218
705.5335693,-305.87231545
697,-314.36218
702.3966907,-334.16069965
712.6,-341.36218
715,-368.21218
714.2,-383.26218
714.012,-408.21818
717,-420.36218
728.94,-438.30218
735,-450.36218
743.94,-461.11418
738,-462.36218
737.94,-480.27218
747,-486.36218
734.466,-499.55018
715.65,-517.26218
678.3315,-555.47918
659.4,-577.56218
658.722,-594.83618
655.2,-602.76218
664.128,-628.46018
663.6,-641.16218
645.102,-633.37418
630,-624.36218
603.12,-612.45218
594,-606.36218
567.12,-591.45218
555,-594.36218
531.12,-606.33218
522,-600.36218
501.12,-594.33218
495,-600.36218
477.12,-609.42218
465,-612.36218
465.03,-588.45218
459,-573.36218
447.06,-570.33218
438,-579.36218
429.06,-585.36218
420,-588.36218
411.000225,-563.364867
402,-554.36218
390.12,-533.48218
378,-524.36218
354.12,-530.24218
345,-518.36218
341.94,-497.45218
348,-491.36218
327.12,-485.36218
309,-482.36218
299.8770680466,-484.50179616955
303.3,-493.16218
297.06,-499.17418
291,-502.76218
274.20129975,-499.7647735
271.2,-491.36218
257.478,-471.64018
263.4,-463.76218
268.80147435,-449.3635255
264,-443.36218
231.18,-437.39218
216,-434.36218
204.03,-410.45218
193.2,-407.36218
188.9999115,-417.5611048
183,-416.36218
189.0000879,-398.3631679
195.6,-385.76218
183.1733983128,-349.17795105517
177.6,-334.76218
188.91,-311.48218
192,-299.36218
189,-284.45218
183,-275.36218
188.946,-254.45818
182.7,-247.46218
169.842,-230.45218
161.4,-221.96218
177.4381842,-202.99015255
187.2,-184.76218
183.06,-164.45218
183,-142.16218
